X,Y
-0.0872664625997165,-0.825250554128628
-0.0698131700797732,-0.817231403522181
-0.0523598775598299,-0.810396680811729
-0.0349065850398866,-0.805145634113828
-0.0174532925199433,-0.801831110644187
0,-0.800697154595672
0.0174532925199433,-0.801831110644187
0.0349065850398866,-0.805145634113828
0.0523598775598299,-0.810396680811729
0.0698131700797732,-0.817231403522181
0.0872664625997165,-0.825250554128628
-0.0872664625997165,-0.817242160080825
-0.0698131700797732,-0.809204592440523
-0.0523598775598299,-0.802352820417502
-0.0349065850398866,-0.797087778643661
-0.0174532925199433,-0.793764006347363
0,-0.792626811077423
0.0174532925199433,-0.793764006347363
0.0349065850398866,-0.797087778643661
0.0523598775598299,-0.802352820417502
0.0698131700797732,-0.809204592440523
0.0872664625997165,-0.817242160080825
-0.0872664625997165,-0.810408265634045
-0.0698131700797732,-0.802356363968958
-0.0523598775598299,-0.79549131788891
-0.0349065850398866,-0.790215376732277
-0.0174532925199433,-0.78688439986074
0,-0.785744681038025
0.0174532925199433,-0.78688439986074
0.0349065850398866,-0.790215376732277
0.0523598775598299,-0.79549131788891
0.0698131700797732,-0.802356363968958
0.0872664625997165,-0.810408265634045
-0.0872664625997165,-0.80515277476713
-0.0698131700797732,-0.797090629347018
-0.0523598775598299,-0.790216094582075
-0.0349065850398866,-0.784932360478402
-0.0174532925199433,-0.781596231562338
0,-0.780454707972468
0.0174532925199433,-0.781596231562338
0.0349065850398866,-0.784932360478402
0.0523598775598299,-0.790216094582075
0.0698131700797732,-0.797090629347018
0.0872664625997165,-0.80515277476713
-0.0872664625997165,-0.801833221259438
-0.0698131700797732,-0.79376492752334
-0.0523598775598299,-0.786884696662983
-0.0349065850398866,-0.781596283721589
-0.0174532925199433,-0.778257061210138
0,-0.777114453867684
0.0174532925199433,-0.778257061210138
0.0349065850398866,-0.781596283721589
0.0523598775598299,-0.786884696662983
0.0698131700797732,-0.79376492752334
0.0872664625997165,-0.801833221259438
-0.0872664625997165,-0.800697154595672
-0.0698131700797732,-0.792626811077423
-0.0523598775598299,-0.785744681038025
-0.0349065850398866,-0.780454707972468
-0.0174532925199433,-0.777114453867684
0,-0.775971485125602
0.0174532925199433,-0.777114453867684
0.0349065850398866,-0.780454707972468
0.0523598775598299,-0.785744681038025
0.0698131700797732,-0.792626811077423
0.0872664625997165,-0.800697154595672
-0.0872664625997165,-0.801833221259438
-0.0698131700797732,-0.79376492752334
-0.0523598775598299,-0.786884696662983
-0.0349065850398866,-0.781596283721589
-0.0174532925199433,-0.778257061210138
0,-0.777114453867684
0.0174532925199433,-0.778257061210138
0.0349065850398866,-0.781596283721589
0.0523598775598299,-0.786884696662983
0.0698131700797732,-0.79376492752334
0.0872664625997165,-0.801833221259438
-0.0872664625997165,-0.80515277476713
-0.0698131700797732,-0.797090629347018
-0.0523598775598299,-0.790216094582075
-0.0349065850398866,-0.784932360478402
-0.0174532925199433,-0.781596231562338
0,-0.780454707972468
0.0174532925199433,-0.781596231562338
0.0349065850398866,-0.784932360478402
0.0523598775598299,-0.790216094582075
0.0698131700797732,-0.797090629347018
0.0872664625997165,-0.80515277476713
-0.0872664625997165,-0.810408265634045
-0.0698131700797732,-0.802356363968958
-0.0523598775598299,-0.79549131788891
-0.0349065850398866,-0.790215376732277
-0.0174532925199433,-0.78688439986074
0,-0.785744681038025
0.0174532925199433,-0.78688439986074
0.0349065850398866,-0.790215376732277
0.0523598775598299,-0.79549131788891
0.0698131700797732,-0.802356363968958
0.0872664625997165,-0.810408265634045
-0.0872664625997165,-0.817242160080825
-0.0698131700797732,-0.809204592440523
-0.0523598775598299,-0.802352820417502
-0.0349065850398866,-0.797087778643661
-0.0174532925199433,-0.793764006347363
0,-0.792626811077423
0.0174532925199433,-0.793764006347363
0.0349065850398866,-0.797087778643661
0.0523598775598299,-0.802352820417502
0.0698131700797732,-0.809204592440523
0.0872664625997165,-0.817242160080825
-0.0872664625997165,-0.825250554128628
-0.0698131700797732,-0.817231403522181
-0.0523598775598299,-0.810396680811729
-0.0349065850398866,-0.805145634113828
-0.0174532925199433,-0.801831110644187
0,-0.800697154595672
0.0174532925199433,-0.801831110644187
0.0349065850398866,-0.805145634113828
0.0523598775598299,-0.810396680811729
0.0698131700797732,-0.817231403522181
0.0872664625997165,-0.825250554128628
